"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel";"Warenempfänger_String"
"9403.6000";"Holzmöbel";"310003836";"310003836-10";10;"Pfeiffer & May Neu Ulm GmbH";"H00001273";"Filsallee";"5";"DE";"73207";"Plochingen";;19.10.2011 00:00:00;19.10.2011 00:00:00;24.00;48.00;815.18;2.00;"Euro";19;"PUM";"200";;;1;0;"3100038367420400 0001";"Waschtischmöbel vita ghia 600";"74";"Vita ghia";"310003836";"7420400 0001";"Pfeiffer & May Ulm GmbH, Filsallee 5, DE-73207 Plochingen"
"9403.6000";"Holzmöbel";"310003836";"310003836-11";11;"Pfeiffer & May Neu Ulm GmbH";"H00001273";"Filsallee";"5";"DE";"73207";"Plochingen";;19.10.2011 00:00:00;19.10.2011 00:00:00;36.00;36.00;469.16;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038367430000 0001";"Seitenschrank vita ghia 350";"74";"Vita ghia";"310003836";"7430000 0001";"Pfeiffer & May Ulm GmbH, Filsallee 5, DE-73207 Plochingen"
"9403.6000";"Holzmöbel";"310003837";"310003837-10";10;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";07.10.2011 00:00:00;13.10.2011 00:00:00;0.00;0.00;741.31;1.00;"Euro";19;"PUM";"200";;;1;5;"3100038371428200 0001";"UB Living Style/Modul X 160mm";"14";"Living Style / Modul X";"310003837";"1428200 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003837";"310003837-40";40;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";07.10.2011 00:00:00;13.10.2011 00:00:00;0.00;0.00;435.19;1.00;"Euro";19;"PUM";"200";"WE        ";1.00;1;9;"3100038371421200 0001";"UB Living Style/Modul X 600mm";"14";"Living Style / Modul X";"310003837";"1421200 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003837";"310003837-50";50;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";07.10.2011 00:00:00;13.10.2011 00:00:00;26.00;26.00;344.75;1.00;"Euro";19;"PUM";"200";"I003      ";1.00;1;9;"SP00100426030101 0001";"Midischrank Nara 450mm";"60";"Nara";"SP0010042";"6030101 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003837";"310003837-51";51;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";07.10.2011 00:00:00;13.10.2011 00:00:00;26.00;26.00;344.75;1.00;"Euro";19;"PUM";"200";"I003      ";1.00;1;9;"SP00100426030202 0001";"Midischrank Nara 450mm";"60";"Nara";"SP0010042";"6030202 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.9090";"Möbelteile aus Holz";"310003842";"310003842-10";10;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;16.00;16.00;258.99;1.00;"Euro";19;"PUM";"200";;;1;5;"SP00100736310000 0001";"63Waschtischplatte KH 1600mm";"63";"Vita";"SP0010073";"6310000 0001";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.9090";"Möbelteile aus Holz";"310003842";"310003842-11";11;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;3.00;9.00;91.71;3.00;"Euro";19;"PUM";"200";;;1;5;"SP00100736388000 0001";"Konsole";"90";"Neutrale Artikel";"SP0010073";"6388000 0001";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.9090";"Möbelteile aus Holz";"310003842";"310003842-20";20;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;6.00;12.00;165.58;2.00;"Euro";19;"PUM";"200";;;1;5;"SP00100736310000 0002";"63Waschtischplatte KH 600 mm";"63";"Vita";"SP0010073";"6310000 0002";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.9090";"Möbelteile aus Holz";"310003842";"310003842-21";21;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;3.00;12.00;122.28;4.00;"Euro";19;"PUM";"200";;;1;5;"SP00100736388000 0002";"Konsole";"90";"Neutrale Artikel";"SP0010073";"6388000 0002";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.6000";"Holzmöbel";"310003842";"310003842-30";30;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;37.00;37.00;596.95;1.00;"Euro";19;"PUM";"200";;;1;0;"SP00100736332101 0001";"Seitenelement VitaArt 450mm";"63";"Vita";"SP0010073";"6332101 0001";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.6000";"Holzmöbel";"310003842";"310003842-40";40;"Link KG Rastatt";"H00001117";"Donaustrasse";"11";"DE";"76437";"Rastatt";"DE-7157975               ";13.10.2011 00:00:00;19.10.2011 00:00:00;26.00;26.00;599.08;1.00;"Euro";19;"PUM";"200";;;1;0;"SP00100736422000 0001";"Unterbau Living City 760 mm";"64";"Living City";"SP0010073";"6422000 0001";"Link KG, Donaustrasse 11, DE-76437 Rastatt"
"9403.6000";"Holzmöbel";"310003862";"310003862-10";10;"Pfeiffer&May Wiesbaden GmbH";"H00001771";"Robert Bosch Str.";"6-10";"DE";"65462";"Ginsheim- Gustavsburg";"DE-7342098               ";19.10.2011 00:00:00;19.10.2011 00:00:00;22.00;22.00;414.81;1.00;"Euro";19;"PUM";"200";;;1;0;"SP00101287422400 0001";"Waschtischmöbel vita ghia 600";"74";"Vita ghia";"SP0010128";"7422400 0001";"Pfeiffer & May Wiesbaden GmbH, Robert Bosch Str. 6-10, DE-65462 Ginsheim- Gustavsburg"
"9403.6000";"Holzmöbel";"310003872";"310003872-10";10;"Pfeiffer & May Aalen Gmbh";"H00001171";"Obere Bahnstrasse";"73";"DE";"73431";"Aalen";;12.10.2011 00:00:00;19.10.2011 00:00:00;20.00;20.00;356.64;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038727420000 0001";"Waschtischmöbel vita ghia 417";"74";"Vita ghia";"310003872";"7420000 0001";"Pfeiffer & May Aalen GmbH, Obere Bahnstrasse 73, DE-73431 Aalen"
"9403.9090";"Möbelteile aus Holz";"310003875";"310003875-10";10;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;16.00;16.00;258.99;1.00;"Euro";19;"PUM";"200";;;1;5;"3100038756310000 0001";"63Waschtischplatte KH 1600mm";"63";"Vita";"310003875";"6310000 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.9090";"Möbelteile aus Holz";"310003875";"310003875-11";11;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;3.00;6.00;61.14;2.00;"Euro";19;"PUM";"200";;;1;5;"3100038756388000 0001";"Konsole";"90";"Neutrale Artikel";"310003875";"6388000 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003875";"310003875-12";12;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;25.00;25.00;695.45;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038756321500 0001";"Unterschrank VitaArt 1200mm";"63";"Vita";"310003875";"6321500 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003875";"310003875-13";13;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;37.00;37.00;503.97;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038756336202 0001";"Seitenelement VitaArt 450mm";"63";"Vita";"310003875";"6336202 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.6000";"Holzmöbel";"310003875";"310003875-14";14;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;27.00;27.00;391.03;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038756324200 0001";"Rollboy VitaArt 450mm";"63";"Vita";"310003875";"6324200 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"7009.9190";"Glasspiegel";"310003875";"310003875-20";20;"PFEIFER & MAY Freiburg  KG";"H00001136";"Friedrich Neff Strasse";"";"DE";"79111";"Freiburg";"DE-2898047               ";12.10.2011 00:00:00;12.10.2011 00:00:00;42.00;42.00;761.69;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038756352100 0001";"Spiegelschrank VitaArt  1350mm";"63";"Vita";"310003875";"6352100 0001";"Pfeiffer & May Freiburg KG, Friedrich Neff Strasse , DE-79111 Freiburg"
"9403.9090";"Möbelteile aus Holz";"310003881";"310003881-10";10;"Pfeiffer&May Dillingen KG";"H00001114";"Dieselstrasse";"3 a";"DE";"66763";"Dillingen";"DE-7317824               ";12.10.2011 00:00:00;12.10.2011 00:00:00;14.00;14.00;245.19;1.00;"Euro";19;"PUM";"200";;;1;5;"3100038816310000 0001";"63Waschtischplatte KH 1500mm";"63";"Vita";"310003881";"6310000 0001";"Pfeiffer & May Dillingen KG, Dieselstrasse 3 a, DE-66763 Dillingen"
"9403.9090";"Möbelteile aus Holz";"310003881";"310003881-11";11;"Pfeiffer&May Dillingen KG";"H00001114";"Dieselstrasse";"3 a";"DE";"66763";"Dillingen";"DE-7317824               ";12.10.2011 00:00:00;12.10.2011 00:00:00;3.00;3.00;30.57;1.00;"Euro";19;"PUM";"200";;;1;5;"3100038816388000 0001";"Konsole";"90";"Neutrale Artikel";"310003881";"6388000 0001";"Pfeiffer & May Dillingen KG, Dieselstrasse 3 a, DE-66763 Dillingen"
"9403.6000";"Holzmöbel";"310003881";"310003881-12";12;"Pfeiffer&May Dillingen KG";"H00001114";"Dieselstrasse";"3 a";"DE";"66763";"Dillingen";"DE-7317824               ";12.10.2011 00:00:00;12.10.2011 00:00:00;24.00;24.00;683.99;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038816322400 0001";"Unterschrank VitaArt 1050mm";"63";"Vita";"310003881";"6322400 0001";"Pfeiffer & May Dillingen KG, Dieselstrasse 3 a, DE-66763 Dillingen"
"9403.6000";"Holzmöbel";"310003884";"310003884-10";10;"Pfeiffer & May in Vorarlberg Gmbh";"H00001586";"Herknerstrasse";"14";"DE";"88250";"Weingarten";;19.10.2011 00:00:00;19.10.2011 00:00:00;34.00;34.00;456.42;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038847420800 0001";"Waschtischmöbel vita ghia 1000";"74";"Vita ghia";"310003884";"7420800 0001";"Pfeiffer & May in Vorarlberg Gmbh, Herknerstrasse 14, DE-88250 Weingarten"
"9403.6000";"Holzmöbel";"310003884";"310003884-11";11;"Pfeiffer & May in Vorarlberg Gmbh";"H00001586";"Herknerstrasse";"14";"DE";"88250";"Weingarten";;19.10.2011 00:00:00;19.10.2011 00:00:00;36.00;36.00;392.73;1.00;"Euro";19;"PUM";"200";;;1;0;"3100038847430000 0001";"Seitenschrank vita ghia 350";"74";"Vita ghia";"310003884";"7430000 0001";"Pfeiffer & May in Vorarlberg Gmbh, Herknerstrasse 14, DE-88250 Weingarten"
"9403.9090";"Möbelteile aus Holz";"310003889";"310003889-10";10;"Pfeiffer & May Neu Ulm GmbH";"H00001273";"Filsallee";"5";"DE";"73207";"Plochingen";;12.10.2011 00:00:00;12.10.2011 00:00:00;16.00;16.00;281.49;1.00;"Euro";19;"PUM";"200";;;1;5;"SP00101056310000 0001";"63Waschtischplatte KH 1700mm";"63";"Vita";"SP0010105";"6310000 0001";"Pfeiffer & May Ulm GmbH, Filsallee 5, DE-73207 Plochingen"
"9403.9090";"Möbelteile aus Holz";"310003889";"310003889-11";11;"Pfeiffer & May Neu Ulm GmbH";"H00001273";"Filsallee";"5";"DE";"73207";"Plochingen";;12.10.2011 00:00:00;12.10.2011 00:00:00;3.00;9.00;91.71;3.00;"Euro";19;"PUM";"200";;;1;5;"SP00101056388000 0001";"Konsole";"90";"Neutrale Artikel";"SP0010105";"6388000 0001";"Pfeiffer & May Ulm GmbH, Filsallee 5, DE-73207 Plochingen"
"9403.9090";"Möbelteile aus Holz";"310003895";"310003895-10";10;"Pfeiffer&May Mannheim KG";"H00001116";"Langlachweg";"20";"DE";"68229";"Mannheim- Friedrichsfeld";"DE-5279739               ";05.10.2011 00:00:00;05.10.2011 00:00:00;12.00;12.00;175.77;1.00;"Euro";19;"PUM";"200";"K34       ";1.00;1;9;"SP00101046310000 0001";"63Waschtischplatte KH 1200mm";"63";"Vita";"SP0010104";"6310000 0001";"Pfeiffer&May Mannheim KG, Langlachweg 20, DE-68229 Mannheim- Friedrichsfeld"
