"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel"
"7324.9021";"Sanitärartikel";"300012728";"300012728-30";30;"Richter + Frenzel Augsburg";"M00000037";"Argenstrasse";"4";"DE";"88316";"Isny";;04.10.2011 00:00:00;07.10.2011 00:00:00;0.00;0.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"003258";"Glasaufnahme Boxside rechts";"998";"Einkaufsteile/Ersatzteile";"         ";"003258      "
"9403.6000";"Holzmöbel";"300012729";"300012729-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127295940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012729";"5940900 0001"
"9403.6000";"Holzmöbel";"300012730";"300012730-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;40.00;40.00;660.55;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127305940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012730";"5940800 0001"
"9403.6000";"Holzmöbel";"300012731";"300012731-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127315920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012731";"5920400 0001"
"9403.6000";"Holzmöbel";"300012731";"300012731-11";11;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;24.00;24.00;414.79;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127315940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012731";"5940600 0001"
"9403.6000";"Holzmöbel";"300012732";"300012732-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127325920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012732";"5920500 0001"
"9403.6000";"Holzmöbel";"300012732";"300012732-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;29.00;29.00;465.16;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127325940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012732";"5940500 0001"
"9403.6000";"Holzmöbel";"300012733";"300012733-10";10;"Richter + Frenzel Erlangen";"H00000339";"Frauenauracherstr.";"75";"DE";"91056";"Erlangen";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;12.00;12.00;269.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127335920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012733";"5920100 0001"
"9403.6000";"Holzmöbel";"300012734";"300012734-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127345920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012734";"5920500 0001"
"9403.6000";"Holzmöbel";"300012734";"300012734-11";11;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127345931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012734";"5931202 0001"
"9403.6000";"Holzmöbel";"300012734";"300012734-12";12;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127345940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012734";"5940500 0001"
"9403.6000";"Holzmöbel";"300012735";"300012735-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;23.00;23.00;408.19;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127355920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012735";"5920300 0001"
"9403.6000";"Holzmöbel";"300012736";"300012736-10";10;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;462.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127365920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012736";"5920500 0001"
"9403.6000";"Holzmöbel";"300012736";"300012736-11";11;"Richter + Frenzel Herten";"H00000989";"Carl Bosch Str.";"1-5";"DE";"45699";"Herten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;655.37;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127365941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012736";"5941500 0001"
"9403.6000";"Holzmöbel";"300012737";"300012737-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;25.00;25.00;548.50;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127375941600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012737";"5941600 0001"
"9403.6000";"Holzmöbel";"300012738";"300012738-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;379.95;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127385931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012738";"5931202 0001"
"7324.9021";"Sanitärartikel";"300012740";"300012740-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;31.00;31.00;342.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127406100100 0001";"Mineralgusswaschtisch 900 mm";"61";"Noto";"300012740";"6100100 0001"
"9403.6000";"Holzmöbel";"300012740";"300012740-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;65.00;65.00;823.92;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127406120100 0001";"Unterbau Noto 1600mm";"61";"Noto";"300012740";"6120100 0001"
"9403.6000";"Holzmöbel";"300012741";"300012741-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;35.50;35.50;463.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127418420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012741";"8420400 0001"
"7324.9021";"Sanitärartikel";"300012742";"300012742-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";06.10.2011 00:00:00;12.10.2011 00:00:00;0.00;0.00;21.05;3.00;"Euro";19;"R&F";"200";;;1;0;"004974";"Griffleiste Spiegeltüre";"998";"Einkaufsteile/Ersatzteile";"         ";"004974      "
"7324.9021";"Sanitärartikel";"300012742";"300012742-20";20;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;30.00;30.00;681.27;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127427708400 0001";"77 Glaswaschtisch 120mm";"77";"neo.2";"300012742";"7708400 0001"
"9403.6000";"Holzmöbel";"300012742";"300012742-21";21;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;40.00;40.00;615.35;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127427722400 0001";"Unterbau neo.2 1200mm";"77";"neo.2";"300012742";"7722400 0001"
"9403.6000";"Holzmöbel";"300012742";"300012742-22";22;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;40.00;40.00;706.69;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127427743201 0001";"Spiegelschrank neo.2 1200mm";"77";"neo.2";"300012742";"7743201 0001"
"9403.6000";"Holzmöbel";"300012742";"300012742-30";30;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;47.00;47.00;332.86;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127427732501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012742";"7732501 0001"
"9403.6000";"Holzmöbel";"300012743";"300012743-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127435920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012743";"5920500 0001"
"9403.6000";"Holzmöbel";"300012744";"300012744-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;54.00;54.00;723.64;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127445920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012744";"5920600 0001"
"9403.6000";"Holzmöbel";"300012744";"300012744-11";11;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;587.10;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127445940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012744";"5940800 0001"
"9403.6000";"Holzmöbel";"300012745";"300012745-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127455920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012745";"5920100 0001"
"9403.6000";"Holzmöbel";"300012746";"300012746-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;385.60;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127465925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012746";"5925400 0001"
"9403.6000";"Holzmöbel";"300012747";"300012747-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127475925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012747";"5925100 0001"
"9403.6000";"Holzmöbel";"300012748";"300012748-10";10;"Richter + Frenzel Mainz";"H00000370";"Hechtsheimer Strasse";"2";"DE";"55131";"Mainz";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127485925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012748";"5925500 0001"
"9403.6000";"Holzmöbel";"300012749";"300012749-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;336.16;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127495930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012749";"5930100 0001"
"9403.6000";"Holzmöbel";"300012750";"300012750-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127505931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012750";"5931101 0001"
"9403.9090";"Möbelteile aus Holz";"300012751";"300012751-10";10;"Richter + Frenzel Nürnberg";"I00002754";"Diebacherstrasse";"21";"DE";"91610";"Insingen";;29.09.2011 00:00:00;29.09.2011 00:00:00;3.00;3.00;32.96;1.00;"Euro";19;"R&F";"200";;;1;5;"3000127516088000 0001";"Konsole";"90";"Neutrale Artikel";"300012751";"6088000 0001"
"9403.6000";"Holzmöbel";"300012752";"300012752-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127525920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012752";"5920400 0001"
"9403.6000";"Holzmöbel";"300012753";"300012753-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127535920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012753";"5920300 0001"
"9403.6000";"Holzmöbel";"300012754";"300012754-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127545920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012754";"5920400 0001"
"9403.6000";"Holzmöbel";"300012757";"300012757-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127575940301 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012757";"5940301 0001"
"9403.6000";"Holzmöbel";"300012758";"300012758-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;28.00;28.00;339.46;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127585925500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012758";"5925500 0001"
"9403.6000";"Holzmöbel";"300012758";"300012758-11";11;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127585930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012758";"5930100 0001"
"7324.9021";"Sanitärartikel";"300012759";"300012759-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";30.09.2011 00:00:00;06.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190100";"Handtuchhalter 430x62mm li.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190100     "
"7324.9021";"Sanitärartikel";"300012759";"300012759-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";30.09.2011 00:00:00;06.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190100";"Handtuchhalter 430x62mm li.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190100     "
"7324.9021";"Sanitärartikel";"300012759";"300012759-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";30.09.2011 00:00:00;06.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190200";"Handtuchhalter 430x62mm re.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190200     "
"7324.9021";"Sanitärartikel";"300012759";"300012759-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";30.09.2011 00:00:00;06.10.2011 00:00:00;0.00;0.00;39.55;1.00;"Euro";19;"R&F";"200";;;1;0;"6190200";"Handtuchhalter 430x62mm re.";"998";"Einkaufsteile/Ersatzteile";"         ";"6190200     "
"9403.6000";"Holzmöbel";"300012760";"300012760-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127605920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012760";"5920500 0001"
"9403.6000";"Holzmöbel";"300012761";"300012761-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127615920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012761";"5920500 0001"
"9403.6000";"Holzmöbel";"300012762";"300012762-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;54.00;54.00;834.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127625920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012762";"5920600 0001"
"9403.6000";"Holzmöbel";"300012762";"300012762-11";11;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;52.00;672.32;2.00;"Euro";19;"R&F";"200";;;1;0;"3000127625930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012762";"5930100 0001"
"9403.6000";"Holzmöbel";"300012762";"300012762-12";12;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;40.00;40.00;660.55;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127625940800 0001";"Spiegelschrank MyStyle 1350mm";"59";"MyStyle / cubito";"300012762";"5940800 0001"
"9403.6000";"Holzmöbel";"300012763";"300012763-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127635925100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012763";"5925100 0001"
"9403.6000";"Holzmöbel";"300012769";"300012769-10";10;"Richter + Frenzel Leipzig-Radefeld";"H00000917";"Töpfermarkt";"9";"DE";"99189";"Hassleben";;11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127695925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012769";"5925400 0001"
"7324.9021";"Sanitärartikel";"300012771";"300012771-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000353";"Max-Planck-Str.";"1";"DE";"92412";"Schwandorf";;05.10.2011 00:00:00;10.10.2011 00:00:00;0.00;0.00;0.00;2.00;"Euro";19;"R&F";"200";;;1;0;"003821";"Griffleiste Vero, 680mm";"998";"Einkaufsteile/Ersatzteile";"         ";"003821      "
"7324.9021";"Sanitärartikel";"300012771";"300012771-20";20;"Richter + Frenzel Regensburg-Obertr";"H00000353";"Max-Planck-Str.";"1";"DE";"92412";"Schwandorf";;05.10.2011 00:00:00;10.10.2011 00:00:00;0.00;0.00;0.00;4.00;"Euro";19;"R&F";"200";;;1;0;"003827";"Sockel für Griff Vero";"998";"Einkaufsteile/Ersatzteile";"         ";"003827      "
"9403.6000";"Holzmöbel";"300012773";"300012773-10";10;"Richter + Frenzel Passau";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;06.10.2011 00:00:00;06.10.2011 00:00:00;47.00;47.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127737732501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"300012773";"7732501 0001"
"9403.6000";"Holzmöbel";"300012776";"300012776-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127765925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012776";"5925300 0001"
"9403.6000";"Holzmöbel";"300012776";"300012776-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127765940402 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012776";"5940402 0001"
"9403.6000";"Holzmöbel";"300012779";"300012779-11";11;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;24.00;24.00;477.87;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127795940600 0001";"Spiegelschrank MyStyle 750 mm";"59";"MyStyle / cubito";"300012779";"5940600 0001"
"9403.6000";"Holzmöbel";"300012779";"300012779-20";20;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;433.15;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101875920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"SP0010187";"5920400 0001"
"9403.6000";"Holzmöbel";"300012780";"300012780-10";10;"Richter + Frenzel Ingolstadt";"H00000348";"Eriagstr.";"11";"DE";"85053";"Ingolstadt";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127805925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012780";"5925300 0001"
"9403.6000";"Holzmöbel";"300012781";"300012781-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127815920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012781";"5920300 0001"
"9403.6000";"Holzmöbel";"300012782";"300012782-10";10;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127825920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012782";"5920500 0001"
"9403.6000";"Holzmöbel";"300012782";"300012782-11";11;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127825931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012782";"5931202 0001"
"9403.6000";"Holzmöbel";"300012783";"300012783-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;20.00;20.00;295.67;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127835925200 0001";"Unterschrank MyStyle 490 mm";"59";"MyStyle / cubito";"300012783";"5925200 0001"
"9403.6000";"Holzmöbel";"300012783";"300012783-11";11;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000127835930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012783";"5930100 0001"
