"ZollPosition_Nr";"ZollPosition_Bezeichnung";"VK-Auftrag";"VK";"VK-Position";"KundeName";"Warenempfänger";"A_Adresse";"A_Hausnummer";"Land";"Postleitzahl";"Ort";"EORI_Nr";"Geplanter_Liefertermin";"Geplantes_WE_ Datum";"Gewicht_Einzel";"Gewicht_Total";"Betrag";"MengeTotal";"Währung";"MwSt";"Tour";"VersandLager";"Lagerplatz";"LagerBestand";"Eingelagert";"PA_Status";"ArtikelNr";"ArtikelBezeichnung";"ProduktlinieID";"ProduktlinieBezeichnung";"Projekt";"ProjektArtikel"
"9403.6000";"Holzmöbel";"300012623";"300012623-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;26.00;26.00;84.75;1.00;"Euro";19;"R&F";"200";"WE        ";1.00;1;9;"SP00100795930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"SP0010079";"5930100 0001"
"9403.6000";"Holzmöbel";"300012624";"300012624-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;40.00;40.00;449.63;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126247722400 0002";"Unterbau neo.2 1200mm";"77";"neo.2";"300012624";"7722400 0002"
"7324.9021";"Sanitärartikel";"300012624";"300012624-20";20;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;24.00;24.00;483.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126247709500 0002";"77 Mineralgusswaschtisch1200mm";"77";"neo.2";"300012624";"7709500 0002"
"9403.6000";"Holzmöbel";"300012624";"300012624-30";30;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;36.00;36.00;310.27;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101347730501 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0010134";"7730501 0001"
"9403.6000";"Holzmöbel";"300012624";"300012624-31";31;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;36.00;36.00;310.27;1.00;"Euro";19;"R&F";"200";;;1;0;"SP00101347730602 0001";"Seitenschrank neo.2 450 mm";"77";"neo.2";"SP0010134";"7730602 0001"
"9403.6000";"Holzmöbel";"300012625";"300012625-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;31.00;31.00;191.15;1.00;"Euro";19;"ADE";"200";"A002      ";1.00;1;9;"3000126255920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012625";"5920500 0001"
"9403.6000";"Holzmöbel";"300012625";"300012625-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;26.00;26.00;132.77;1.00;"Euro";19;"ADE";"200";"A002      ";1.00;1;9;"3000126255930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012625";"5930100 0001"
"9403.6000";"Holzmöbel";"300012625";"300012625-12";12;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;30.00;30.00;298.50;1.00;"Euro";19;"ADE";"200";"A002      ";1.00;1;9;"3000126255941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012625";"5941500 0001"
"9403.6000";"Holzmöbel";"300012626";"300012626-10";10;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";"F009      ";1.00;1;9;"3000126265920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012626";"5920500 0001"
"9403.6000";"Holzmöbel";"300012626";"300012626-11";11;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;5;"3000126265940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012626";"5940500 0001"
"9403.6000";"Holzmöbel";"300012627";"300012627-10";10;"Richter + Frenzel Regensburg-Obertr";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;30.09.2011 00:00:00;30.09.2011 00:00:00;40.00;40.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126276130101 0001";"Seitenschrank Noto 450mm";"61";"Noto";"300012627";"6130101 0001"
"9403.6000";"Holzmöbel";"300012627";"300012627-11";11;"Richter + Frenzel Regensburg-Obertr";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;30.09.2011 00:00:00;30.09.2011 00:00:00;40.00;40.00;0.00;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126276130202 0001";"Seitenschrank Noto 450mm";"61";"Noto";"300012627";"6130202 0001"
"9403.6000";"Holzmöbel";"300012629";"300012629-10";10;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";"A10       ";1.00;1;9;"3000126295920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012629";"5920400 0001"
"9403.6000";"Holzmöbel";"300012629";"300012629-11";11;"Richter + Frenzel Büttelborn";"H00000363";"Hessenring";"25";"DE";"64572";"Büttelborn";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";"H007      ";1.00;1;9;"3000126295920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012629";"5920500 0001"
"9403.6000";"Holzmöbel";"300012632";"300012632-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";"F005      ";1.00;1;9;"3000126325920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012632";"5920100 0001"
"9403.6000";"Holzmöbel";"300012633";"300012633-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";"E007      ";1.00;1;9;"3000126335920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012633";"5920500 0001"
"9403.6000";"Holzmöbel";"300012633";"300012633-11";11;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;5;"3000126335930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012633";"5930100 0001"
"9403.6000";"Holzmöbel";"300012635";"300012635-10";10;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";30.09.2011 00:00:00;30.09.2011 00:00:00;35.50;35.50;454.81;1.00;"Euro";19;"R&F";"200";;;1;5;"3000126358420400 0001";"Unterbau MyStar 960 mm";"84";"MyStar";"300012635";"8420400 0001"
"9403.6000";"Holzmöbel";"300012635";"300012635-11";11;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";30.09.2011 00:00:00;30.09.2011 00:00:00;26.00;26.00;334.75;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126358430100 0001";"Hochschrank MyStar 350mm";"84";"MyStar";"300012635";"8430100 0001"
"9403.6000";"Holzmöbel";"300012635";"300012635-20";20;"Richter + Frenzel Passau";"H00000351";"Emil-Richter-Str.";"1";"DE";"94036";"Passau";"DE-4949692               ";30.09.2011 00:00:00;30.09.2011 00:00:00;34.00;34.00;667.61;1.00;"Euro";19;"R&F";"200";"A20       ";1.00;1;9;"3000126355941700 0001";"Spiegelschrank MyStyle 1000mm";"59";"MyStyle / cubito";"300012635";"5941700 0001"
"9403.6000";"Holzmöbel";"300012638";"300012638-10";10;"Richter + Frenzel Kassel";"H00000356";"Gobietstr.";"5";"DE";"34123";"Kassel";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";"A20       ";1.00;1;9;"3000126385930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012638";"5930100 0001"
"9403.6000";"Holzmöbel";"300012639";"300012639-10";10;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";30.09.2011 00:00:00;30.09.2011 00:00:00;60.00;60.00;597.93;1.00;"Euro";19;"R&F";"200";;;1;5;"3000126396120000 0001";"Unterbau Noto 1000mm";"61";"Noto";"300012639";"6120000 0001"
"9403.6000";"Holzmöbel";"300012643";"300012643-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";27.09.2011 00:00:00;27.09.2011 00:00:00;21.00;21.00;375.71;1.00;"Euro";19;"R&F";"200";"W003      ";1.00;1;9;"3000126435925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012643";"5925300 0001"
"7324.9021";"Sanitärartikel";"300012644";"300012644-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";29.09.2011 00:00:00;29.09.2011 00:00:00;16.00;16.00;357.35;1.00;"Euro";19;"R&F";"200";"K23       ";1.00;1;9;"3000126447709300 0001";"77 Mineralgusswaschtisch900 mm";"77";"neo.2";"300012644";"7709300 0001"
"9403.6000";"Holzmöbel";"300012644";"300012644-11";11;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";29.09.2011 00:00:00;29.09.2011 00:00:00;35.00;35.00;498.12;1.00;"Euro";19;"R&F";"200";;;1;5;"3000126447722300 0001";"Unterbau neo.2 900 mm";"77";"neo.2";"300012644";"7722300 0001"
"9403.6000";"Holzmöbel";"300012649";"300012649-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;12.00;12.00;112.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126495920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012649";"5920100 0001"
"9403.6000";"Holzmöbel";"300012649";"300012649-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";11.10.2011 00:00:00;11.10.2011 00:00:00;14.00;14.00;152.78;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126495940101 0001";"Spiegelschrank MyStyle 450 mm";"59";"MyStyle / cubito";"300012649";"5940101 0001"
"9403.6000";"Holzmöbel";"300012650";"300012650-10";10;"Richter + Frenzel Kolbermoor";"H00000343";"Carl-Jordan-Str.";"10";"DE";"83059";"Kolbermoor";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126505920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012650";"5920400 0001"
"9403.6000";"Holzmöbel";"300012651";"300012651-10";10;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;21.00;21.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126515925300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012651";"5925300 0001"
"9403.6000";"Holzmöbel";"300012652";"300012652-10";10;"Richter + Frenzel Erfurt-Kerspleben";"H00000364";"Fichtenweg";"2";"DE";"99198";"Kerspleben";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126525940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012652";"5940900 0001"
"9403.6000";"Holzmöbel";"300012653";"300012653-10";10;"Richter + Frenzel Aschheim-Dornach";"H00000337";"K. Hammerschmidt-Str.";"51";"DE";"85609";"Aschheim-Dornach";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;23.00;23.00;408.19;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126535920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012653";"5920300 0001"
"9403.6000";"Holzmöbel";"300012655";"300012655-10";10;"Richter + Frenzel Landshut-Ergoldin";"I00002615";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";;04.10.2011 00:00:00;04.10.2011 00:00:00;54.00;54.00;40.02;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126555920600 0001";"Unterschrank MyStyle 1240mm";"59";"MyStyle / cubito";"300012655";"5920600 0001"
"7324.9021";"Sanitärartikel";"300012656";"300012656-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";06.10.2011 00:00:00;12.10.2011 00:00:00;0.00;0.00;43.08;1.00;"Euro";19;"R&F";"200";;;1;0;"9013305";"Handtuchhalter Fin 400 links";"998";"Einkaufsteile/Ersatzteile";"         ";"9013305     "
"7324.9021";"Sanitärartikel";"300012656";"300012656-20";20;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";06.10.2011 00:00:00;12.10.2011 00:00:00;0.00;0.00;43.08;1.00;"Euro";19;"R&F";"200";;;1;0;"9013405";"Handtuchhalter Fin 400 rechts";"998";"Einkaufsteile/Ersatzteile";"         ";"9013405     "
"9403.6000";"Holzmöbel";"300012656";"300012656-30";30;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";06.10.2011 00:00:00;06.10.2011 00:00:00;37.00;37.00;582.40;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126567743001 0001";"Spiegelschrank neo.2 1200mm";"77";"neo.2";"300012656";"7743001 0001"
"9403.6000";"Holzmöbel";"300012657";"300012657-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126575920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012657";"5920400 0001"
"9403.6000";"Holzmöbel";"300012659";"300012659-10";10;"Richter + Frenzel Giessen";"H00000355";"Gottlieb-Daimler-Str.";"8";"DE";"35398";"Giessen";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126595940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012659";"5940900 0001"
"9403.6000";"Holzmöbel";"300012660";"300012660-10";10;"Richter + Frenzel Kerpen-Türnich";"H00000966";"Heisenbergstrasse";"40";"DE";"50169";"Kerpen- Türnich";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126605920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012660";"5920400 0001"
"9403.6000";"Holzmöbel";"300012661";"300012661-10";10;"Richter + Frenzel Fulda";"H00000354";"Breitungerstrasse";"1";"DE";"36100";"Petersberg b. Fulda";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;22.00;22.00;331.45;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126615920200 0001";"Unterschrank MyStyle 490 mm";"59";"MyStyle / cubito";"300012661";"5920200 0001"
"9403.6000";"Holzmöbel";"300012661";"300012661-11";11;"Richter + Frenzel Fulda";"H00000354";"Breitungerstrasse";"1";"DE";"36100";"Petersberg b. Fulda";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;14.00;14.00;305.56;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126615940101 0001";"Spiegelschrank MyStyle 450 mm";"59";"MyStyle / cubito";"300012661";"5940101 0001"
"9403.6000";"Holzmöbel";"300012662";"300012662-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126625940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012662";"5940500 0001"
"9403.6000";"Holzmöbel";"300012663";"300012663-10";10;"Richter + Frenzel Landshut-Ergoldin";"H00000342";"Industriestr.";"18 a";"DE";"84030";"Landshut-Ergolding";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;24.00;24.00;315.44;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126635925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012663";"5925400 0001"
"9403.6000";"Holzmöbel";"300012664";"300012664-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126645920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012664";"5920500 0001"
"9403.6000";"Holzmöbel";"300012664";"300012664-11";11;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;37.00;37.00;501.89;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126645940900 0001";"Spiegelschrank MyStyle 1200mm";"59";"MyStyle / cubito";"300012664";"5940900 0001"
"9403.6000";"Holzmöbel";"300012665";"300012665-10";10;"Richter + Frenzel Regensburg-Obertr";"H00000350";"Ernst-Frenzel-Str.";"4";"DE";"93083";"Obertraubling";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;24.00;24.00;315.44;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126655925400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012665";"5925400 0001"
"9403.6000";"Holzmöbel";"300012666";"300012666-10";10;"Richter + Frenzel Bamberg";"H00000323";"Kronacherstrasse";"100";"DE";"96052";"Bamberg";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;21.50;21.50;347.46;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126668420300 0001";"Unterbau MyStar 620 mm";"84";"MyStar";"300012666";"8420300 0001"
"9403.6000";"Holzmöbel";"300012667";"300012667-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126675920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012667";"5920500 0001"
"9403.6000";"Holzmöbel";"300012668";"300012668-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;12.00;12.00;225.52;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126685920100 0001";"Unterschrank MyStyle 410 mm";"59";"MyStyle / cubito";"300012668";"5920100 0001"
"9403.6000";"Holzmöbel";"300012669";"300012669-10";10;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126695920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012669";"5920500 0001"
"9403.6000";"Holzmöbel";"300012669";"300012669-11";11;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126695931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012669";"5931202 0001"
"9403.6000";"Holzmöbel";"300012669";"300012669-12";12;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;265.54;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126695930100 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012669";"5930100 0001"
"9403.6000";"Holzmöbel";"300012669";"300012669-13";13;"Richter + Frenzel Kempten";"H00000357";"Bleicherstr.";"36";"DE";"87437";"Kempten";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;596.99;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126695941500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012669";"5941500 0001"
"9403.6000";"Holzmöbel";"300012670";"300012670-10";10;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;31.00;31.00;382.30;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126705920500 0001";"Unterschrank MyStyle 790 mm";"59";"MyStyle / cubito";"300012670";"5920500 0001"
"9403.6000";"Holzmöbel";"300012670";"300012670-11";11;"Richter + Frenzel Nürnberg";"H00000322";"Donaustrasse";"125";"DE";"90451";"Nürnberg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;20.00;20.00;499.53;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126705941301 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012670";"5941301 0001"
"9403.6000";"Holzmöbel";"300012674";"300012674-10";10;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;23.00;23.00;341.34;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126745920300 0001";"Unterschrank MyStyle 540 mm";"59";"MyStyle / cubito";"300012674";"5920300 0001"
"9403.6000";"Holzmöbel";"300012674";"300012674-11";11;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126745931101 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012674";"5931101 0001"
"9403.6000";"Holzmöbel";"300012674";"300012674-12";12;"Richter + Frenzel Aschaffenburg";"H00000360";"Benzstrasse";"1";"DE";"63741";"Aschaffenburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;29.00;29.00;448.68;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126745940500 0001";"Spiegelschrank MyStyle 900 mm";"59";"MyStyle / cubito";"300012674";"5940500 0001"
"9403.6000";"Holzmöbel";"300012677";"300012677-10";10;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;26.00;350.76;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126775920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012677";"5920400 0001"
"9403.6000";"Holzmöbel";"300012677";"300012677-11";11;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;30.00;30.00;306.97;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126775931202 0001";"Seitenschrank MyStyle 410mm";"59";"MyStyle / cubito";"300012677";"5931202 0001"
"9403.6000";"Holzmöbel";"300012677";"300012677-12";12;"Richter + Frenzel Würzburg";"H00000236";"Leitenäckerweg";"6";"DE";"97084";"Würzburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126775940402 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012677";"5940402 0001"
"9403.6000";"Holzmöbel";"300012678";"300012678-10";10;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";07.10.2011 00:00:00;10.10.2011 00:00:00;19.00;19.00;351.70;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126785940402 0001";"Spiegelschrank MyStyle 600 mm";"59";"MyStyle / cubito";"300012678";"5940402 0001"
"9403.6000";"Holzmöbel";"300012678";"300012678-20";20;"Richter + Frenzel Reinsdorf-Zwickau";"H00000359";"August-Horch-Str.";"22";"DE";"08141";"Reinsdorf b. Zwickau";"DE-4949692               ";07.10.2011 00:00:00;07.10.2011 00:00:00;17.50;17.50;267.42;1.00;"Euro";19;"R&F";"200";;;1;0;"3000126788421200 0001";"Unterbau MyStar 540 mm";"84";"MyStar";"300012678";"8421200 0001"
"9403.6000";"Holzmöbel";"300012680";"300012680-10";10;"Richter + Frenzel Augsburg";"H00000347";"Stauffenbergstr.";"5-9";"DE";"86161";"Augsburg";"DE-4949692               ";04.10.2011 00:00:00;04.10.2011 00:00:00;26.00;52.00;701.51;2.00;"Euro";19;"R&F";"200";;;1;0;"3000126805920400 0001";"Unterschrank MyStyle 590 mm";"59";"MyStyle / cubito";"300012680";"5920400 0001"
